,Date,Time,Array,Flow,Stat,Road- Temp¡ãF,Vehicle No,Class,Speed- mph,LPL- Feet,#- Axles,WB1- Feet,WB2- Feet,WB3- Feet,WB4- Feet,WB5- Feet,WB6- Feet,WB7- Feet,WB8- Feet,WB9- Feet,WB10- Feet,WB11- Feet,WB12- Feet,WB13- Feet,WB14- Feet,WB15- Feet,WB16- Feet,WB17- Feet,WB18- Feet,WB19- Feet,WB20- Feet,WB21- Feet,WB22- Feet,WB23- Feet,WB24- Feet,WBL,AW1- Kips,AW2- Kips,AW3- Kips,AW4- Kips,AW5- Kips,AW6- Kips,AW7- Kips,AW8- Kips,AW9- Kips,AW10- Kips,AW11- Kips,AW12- Kips,AW13- Kips,AW14- Kips,AW15- Kips,AW16- Kips,AW17- Kips,AW18- Kips,AW19- Kips,AW20- Kips,AW21- Kips,AW22- Kips,AW23- Kips,AW24- Kips,AW25- Kips,Gross- Kips,Axle 1- Esal,Axle 2- Esal,Axle 3- Esal,Axle 4- Esal,Axle 5- Esal,Axle 6- Esal,Axle 7- Esal,Axle 8- Esal,Axle 9- Esal,Axle 10- Esal,Axle 11- Esal,Axle 12- Esal,Axle 13- Esal,Axle 14- Esal,Axle 15- Esal,Axle 16- Esal,Axle 17- Esal,Axle 18- Esal,Axle 19- Esal,Axle 20- Esal,Axle 21- Esal,Axle 22- Esal,Axle 23- Esal,Axle 24- Esal,Axle 25- Esal,Gross- Esal
,06-18-2015,00:02:13, Lane 1 ,Fwd,FF,,1,2,67,,2,9.27,,,,,,,,,,,,,,,,,,,,,,,,9.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:03:58, Lane 1 ,Fwd,FF,,2,2,74,,2,8.95,,,,,,,,,,,,,,,,,,,,,,,,8.95,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:11:03, Lane 1 ,Fwd,FF,,3,2,63,,2,10.14,,,,,,,,,,,,,,,,,,,,,,,,10.14,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:11:06, Lane 1 ,Fwd,FF,,4,2,62,,2,8.84,,,,,,,,,,,,,,,,,,,,,,,,8.84,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:12:56, Lane 1 ,Fwd,FF,,5,2,70,,2,9.23,,,,,,,,,,,,,,,,,,,,,,,,9.23,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:16:06, Lane 1 ,Fwd,FF,,6,9,60,,5,16.77,4.50,36.18,4.24,,,,,,,,,,,,,,,,,,,,,61.69,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:16:09, Lane 1 ,Fwd,FF,,7,2,59,,2,9.13,,,,,,,,,,,,,,,,,,,,,,,,9.13,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:23:43, Lane 1 ,Fwd,FF,,8,3,62,,2,12.45,,,,,,,,,,,,,,,,,,,,,,,,12.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:24:01, Lane 1 ,Fwd,FF,,9,2,67,,2,9.44,,,,,,,,,,,,,,,,,,,,,,,,9.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:26:41, Lane 1 ,Fwd,FF,,10,2,63,,2,9.32,,,,,,,,,,,,,,,,,,,,,,,,9.32,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:32:38, Lane 1 ,Fwd,FF,,11,2,62,,2,9.64,,,,,,,,,,,,,,,,,,,,,,,,9.64,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:37:25, Lane 1 ,Fwd,FF,,12,3,69,,2,11.09,,,,,,,,,,,,,,,,,,,,,,,,11.09,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:37:54, Lane 1 ,Fwd,FF,,13,9,62,,5,19.00,4.64,31.10,10.55,,,,,,,,,,,,,,,,,,,,,65.29,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:39:26, Lane 1 ,Fwd,FF,,14,3,63,,2,12.47,,,,,,,,,,,,,,,,,,,,,,,,12.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:43:51, Lane 1 ,Fwd,FF,,15,8,61,,4,14.93,30.14,5.87,,,,,,,,,,,,,,,,,,,,,,50.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:47:01, Lane 1 ,Fwd,FF,,16,2,65,,2,9.71,,,,,,,,,,,,,,,,,,,,,,,,9.71,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:52:12, Lane 1 ,Fwd,FF,,17,2,60,,2,8.56,,,,,,,,,,,,,,,,,,,,,,,,8.56,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,00:53:00, Lane 1 ,Fwd,FF,,18,2,57,,3,22.25,21.92,,,,,,,,,,,,,,,,,,,,,,,44.17,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:00:06, Lane 1 ,Fwd,FF,,1,3,64,,2,12.57,,,,,,,,,,,,,,,,,,,,,,,,12.57,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:05:38, Lane 1 ,Fwd,FF,,2,2,63,,2,9.44,,,,,,,,,,,,,,,,,,,,,,,,9.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:05:39, Lane 1 ,Fwd,FF,,3,12,59,,6,11.57,4.49,20.98,11.22,23.74,,,,,,,,,,,,,,,,,,,,72.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:12:32, Lane 1 ,Fwd,FF,,4,3,64,,2,10.30,,,,,,,,,,,,,,,,,,,,,,,,10.30,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:13:20, Lane 1 ,Fwd,FF,,5,4,72,,2,21.69,,,,,,,,,,,,,,,,,,,,,,,,21.69,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:13:25, Lane 1 ,Fwd,FF,,6,3,74,,2,12.33,,,,,,,,,,,,,,,,,,,,,,,,12.33,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:14:04, Lane 1 ,Fwd,FF,,7,2,66,,2,9.78,,,,,,,,,,,,,,,,,,,,,,,,9.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:15:08, Lane 1 ,Fwd,FF,,8,2,68,,2,8.83,,,,,,,,,,,,,,,,,,,,,,,,8.83,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:15:38, Lane 1 ,Fwd,FF,,9,2,84,,2,8.78,,,,,,,,,,,,,,,,,,,,,,,,8.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:18:22, Lane 1 ,Fwd,FF,,10,3,69,,2,12.31,,,,,,,,,,,,,,,,,,,,,,,,12.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:22:01, Lane 1 ,Fwd,FF,,11,2,63,,2,8.77,,,,,,,,,,,,,,,,,,,,,,,,8.77,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:24:20, Lane 1 ,Fwd,FF,,12,3,64,,2,11.15,,,,,,,,,,,,,,,,,,,,,,,,11.15,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:31:34, Lane 1 ,Fwd,FF,,13,2,61,,2,8.78,,,,,,,,,,,,,,,,,,,,,,,,8.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:31:47, Lane 1 ,Fwd,FF,,14,2,66,,2,8.45,,,,,,,,,,,,,,,,,,,,,,,,8.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:34:43, Lane 1 ,Fwd,FF,,15,3,72,,2,10.21,,,,,,,,,,,,,,,,,,,,,,,,10.21,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,01:41:00, Lane 1 ,Fwd,FF,,16,2,80,,2,8.94,,,,,,,,,,,,,,,,,,,,,,,,8.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:14:03, Lane 1 ,Fwd,FF,,1,3,64,,2,12.38,,,,,,,,,,,,,,,,,,,,,,,,12.38,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:16:29, Lane 1 ,Fwd,FF,,2,3,71,,2,10.76,,,,,,,,,,,,,,,,,,,,,,,,10.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:20:00, Lane 1 ,Fwd,FF,,3,3,61,,2,10.75,,,,,,,,,,,,,,,,,,,,,,,,10.75,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:20:09, Lane 1 ,Fwd,FF,,4,2,60,,2,9.09,,,,,,,,,,,,,,,,,,,,,,,,9.09,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:20:53, Lane 1 ,Fwd,FF,,5,2,64,,2,9.35,,,,,,,,,,,,,,,,,,,,,,,,9.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:29:12, Lane 1 ,Fwd,FF,,6,3,60,,2,11.12,,,,,,,,,,,,,,,,,,,,,,,,11.12,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:45:25, Lane 1 ,Fwd,FF,,7,2,72,,2,9.58,,,,,,,,,,,,,,,,,,,,,,,,9.58,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,02:47:24, Lane 1 ,Rev,FF,,8,2,62,,2,9.92,,,,,,,,,,,,,,,,,,,,,,,,9.92,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:07:48, Lane 1 ,Fwd,FF,,1,3,60,,2,12.18,,,,,,,,,,,,,,,,,,,,,,,,12.18,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:13:09, Lane 1 ,Fwd,FF,,2,2,63,,2,8.77,,,,,,,,,,,,,,,,,,,,,,,,8.77,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:28:02, Lane 1 ,Fwd,FF,,3,2,63,,2,8.86,,,,,,,,,,,,,,,,,,,,,,,,8.86,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:36:17, Lane 1 ,Fwd,FF,,4,9,57,,5,12.92,4.53,33.65,4.28,,,,,,,,,,,,,,,,,,,,,55.38,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:46:27, Lane 1 ,Fwd,FF,,5,2,65,,2,9.43,,,,,,,,,,,,,,,,,,,,,,,,9.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,03:59:47, Lane 1 ,Fwd,FF,,6,12,56,,6,12.83,4.47,20.94,9.52,22.84,,,,,,,,,,,,,,,,,,,,70.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:03:01, Lane 1 ,Fwd,FF,,1,2,71,,2,8.24,,,,,,,,,,,,,,,,,,,,,,,,8.24,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:03:48, Lane 1 ,Fwd,FF,,2,2,61,,2,9.60,,,,,,,,,,,,,,,,,,,,,,,,9.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:05:46, Lane 1 ,Fwd,FF,,3,2,62,,2,9.11,,,,,,,,,,,,,,,,,,,,,,,,9.11,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:11:32, Lane 1 ,Fwd,FF,,4,5,63,,2,13.49,,,,,,,,,,,,,,,,,,,,,,,,13.49,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:20:21, Lane 1 ,Fwd,FF,,5,3,73,,2,12.43,,,,,,,,,,,,,,,,,,,,,,,,12.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:22:55, Lane 1 ,Fwd,FF,,6,9,61,,5,13.42,4.36,28.80,4.18,,,,,,,,,,,,,,,,,,,,,50.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:24:56, Lane 1 ,Fwd,FF,,7,3,62,,2,12.45,,,,,,,,,,,,,,,,,,,,,,,,12.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:25:47, Lane 1 ,Fwd,FF,,8,9,59,,5,19.13,4.44,35.66,4.17,,,,,,,,,,,,,,,,,,,,,63.40,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:27:21, Lane 1 ,Fwd,FF,,9,3,63,,2,12.37,,,,,,,,,,,,,,,,,,,,,,,,12.37,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:30:37, Lane 1 ,Fwd,FF,,10,2,57,,2,9.65,,,,,,,,,,,,,,,,,,,,,,,,9.65,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:31:21, Lane 1 ,Fwd,FF,,11,4,68,,2,21.72,,,,,,,,,,,,,,,,,,,,,,,,21.72,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:32:20, Lane 1 ,Fwd,FF,,12,5,64,,2,18.90,,,,,,,,,,,,,,,,,,,,,,,,18.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:35:16, Lane 1 ,Fwd,FF,,13,2,62,,2,9.09,,,,,,,,,,,,,,,,,,,,,,,,9.09,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:37:41, Lane 1 ,Fwd,FF,,14,2,70,,2,8.92,,,,,,,,,,,,,,,,,,,,,,,,8.92,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:40:31, Lane 1 ,Fwd,FF,,15,2,60,,2,9.80,,,,,,,,,,,,,,,,,,,,,,,,9.80,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:48:54, Lane 1 ,Fwd,FF,,16,2,65,,2,9.24,,,,,,,,,,,,,,,,,,,,,,,,9.24,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:55:31, Lane 1 ,Fwd,FF,,17,2,62,,2,9.00,,,,,,,,,,,,,,,,,,,,,,,,9.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:55:52, Lane 1 ,Fwd,FF,,18,2,62,,2,9.00,,,,,,,,,,,,,,,,,,,,,,,,9.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:55:54, Lane 1 ,Fwd,FF,,19,2,62,,2,9.48,,,,,,,,,,,,,,,,,,,,,,,,9.48,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:55:58, Lane 1 ,Fwd,FF,,20,5,63,,2,18.78,,,,,,,,,,,,,,,,,,,,,,,,18.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:57:22, Lane 1 ,Fwd,FF,,21,9,64,,5,13.51,4.35,36.29,4.16,,,,,,,,,,,,,,,,,,,,,58.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,04:57:38, Lane 1 ,Fwd,FF,,22,2,60,,2,7.97,,,,,,,,,,,,,,,,,,,,,,,,7.97,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:01:07, Lane 1 ,Fwd,FF,,1,3,52,,2,10.27,,,,,,,,,,,,,,,,,,,,,,,,10.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:01:09, Lane 1 ,Fwd,FF,,2,2,51,,2,9.41,,,,,,,,,,,,,,,,,,,,,,,,9.41,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:01:10, Lane 1 ,Fwd,FF,,3,3,49,,2,10.27,,,,,,,,,,,,,,,,,,,,,,,,10.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:01:52, Lane 1 ,Fwd,FF,,4,8,64,,3,13.32,16.73,,,,,,,,,,,,,,,,,,,,,,,30.05,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:02:51, Lane 1 ,Fwd,FF,,5,3,59,,2,12.18,,,,,,,,,,,,,,,,,,,,,,,,12.18,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:04:11, Lane 1 ,Fwd,FF,,6,3,64,,2,10.31,,,,,,,,,,,,,,,,,,,,,,,,10.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:06:04, Lane 1 ,Fwd,FF,,7,2,56,,2,9.35,,,,,,,,,,,,,,,,,,,,,,,,9.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:06:28, Lane 1 ,Fwd,FF,,8,2,58,,2,9.04,,,,,,,,,,,,,,,,,,,,,,,,9.04,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:16:55, Lane 1 ,Fwd,FF,,9,3,63,,2,12.28,,,,,,,,,,,,,,,,,,,,,,,,12.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:18:13, Lane 1 ,Fwd,FF,,10,2,56,,2,9.47,,,,,,,,,,,,,,,,,,,,,,,,9.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:18:41, Lane 1 ,Fwd,FF,,11,2,62,,2,9.27,,,,,,,,,,,,,,,,,,,,,,,,9.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:19:01, Lane 1 ,Fwd,FF,,12,2,63,,2,8.80,,,,,,,,,,,,,,,,,,,,,,,,8.80,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:22:00, Lane 1 ,Fwd,FF,,13,2,59,,2,9.67,,,,,,,,,,,,,,,,,,,,,,,,9.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:22:13, Lane 1 ,Fwd,FF,,14,2,55,,2,9.49,,,,,,,,,,,,,,,,,,,,,,,,9.49,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:24:06, Lane 1 ,Fwd,FF,,15,3,63,,2,12.28,,,,,,,,,,,,,,,,,,,,,,,,12.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:24:42, Lane 1 ,Fwd,FF,,16,2,64,,2,8.41,,,,,,,,,,,,,,,,,,,,,,,,8.41,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:26:07, Lane 1 ,Fwd,FF,,17,2,63,,2,9.16,,,,,,,,,,,,,,,,,,,,,,,,9.16,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:30:35, Lane 1 ,Fwd,FF,,18,2,57,,2,9.31,,,,,,,,,,,,,,,,,,,,,,,,9.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:30:36, Lane 1 ,Fwd,FF,,19,2,59,,2,10.02,,,,,,,,,,,,,,,,,,,,,,,,10.02,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:31:48, Lane 1 ,Fwd,FF,,20,3,65,,2,12.57,,,,,,,,,,,,,,,,,,,,,,,,12.57,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-18-2015,05:32:51, Lane 1 ,Fwd,FF,,21,3,63,,2,11.82,,,,,,,,,,,,,,,,,,,,,,,,11.82,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
