,06-15-2015,13:00:02, Lane 1 ,Fwd,FF,,1,3,59,,2,12.44,,,,,,,,,,,,,,,,,,,,,,,,12.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:00:03, Lane 1 ,Fwd,FF,,2,2,58,,2,8.68,,,,,,,,,,,,,,,,,,,,,,,,8.68,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:00:04, Lane 1 ,Fwd,FF,,3,2,59,,2,9.76,,,,,,,,,,,,,,,,,,,,,,,,9.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:00:06, Lane 1 ,Fwd,FF,,4,2,61,,2,8.96,,,,,,,,,,,,,,,,,,,,,,,,8.96,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:00:11, Lane 1 ,Fwd,FF,,5,3,59,,2,11.83,,,,,,,,,,,,,,,,,,,,,,,,11.83,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:00:14, Lane 1 ,Fwd,FF,,6,3,58,,3,11.40,15.74,,,,,,,,,,,,,,,,,,,,,,,27.14,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:01:00, Lane 1 ,Fwd,FF,,7,2,62,,2,9.56,,,,,,,,,,,,,,,,,,,,,,,,9.56,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:01:05, Lane 1 ,Fwd,FF,,8,9,50,,5,11.98,3.22,3.29,4.24,,,,,,,,,,,,,,,,,,,,,22.73,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:01:27, Lane 1 ,Fwd,FF,,9,2,50,,2,7.23,,,,,,,,,,,,,,,,,,,,,,,,7.23,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:01:54, Lane 1 ,Fwd,FF,,10,2,50,,4,7.16,Invalid,14.47,,,,,,,,,,,,,,,,,,,,,,21.63,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:01:54, Lane 1 ,Fwd,FF,,11,2,50,,2,8.11,,,,,,,,,,,,,,,,,,,,,,,,8.11,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:02:40, Lane 1 ,Fwd,FF,,12,2,50,,2,8.55,,,,,,,,,,,,,,,,,,,,,,,,8.55,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:03:08, Lane 1 ,Fwd,FF,,13,9,50,,5,16.95,3.80,29.00,3.51,,,,,,,,,,,,,,,,,,,,,53.26,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:03:48, Lane 1 ,Fwd,FF,,14,2,50,,4,8.84,91.10,7.82,,,,,,,,,,,,,,,,,,,,,,107.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:03:59, Lane 1 ,Fwd,FF,,15,2,50,,2,7.45,,,,,,,,,,,,,,,,,,,,,,,,7.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:04:45, Lane 1 ,Fwd,FF,,16,2,50,,2,7.89,,,,,,,,,,,,,,,,,,,,,,,,7.89,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:04:54, Lane 1 ,Fwd,FF,,17,3,50,,2,10.45,,,,,,,,,,,,,,,,,,,,,,,,10.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:05:17, Lane 1 ,Fwd,FF,,18,15,50,,9,10.15,17.39,161.31,8.47,113.02,8.18,208.57,8.03,,,,,,,,,,,,,,,,,535.12,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:05:17, Lane 1 ,Fwd,FF,,19,2,50,,2,9.28,,,,,,,,,,,,,,,,,,,,,,,,9.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:06:12, Lane 1 ,Fwd,FF,,20,3,50,,4,11.32,15.78,2.63,,,,,,,,,,,,,,,,,,,,,,29.73,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:06:30, Lane 1 ,Fwd,FF,,21,2,50,,2,9.86,,,,,,,,,,,,,,,,,,,,,,,,9.86,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:06:46, Lane 1 ,Fwd,FF,,22,2,50,,4,9.42,135.52,11.91,,,,,,,,,,,,,,,,,,,,,,156.85,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:06:46, Lane 1 ,Fwd,FF,,23,2,50,,2,7.96,,,,,,,,,,,,,,,,,,,,,,,,7.96,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:07:40, Lane 1 ,Fwd,FF,,24,2,50,,2,9.50,,,,,,,,,,,,,,,,,,,,,,,,9.50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:08:01, Lane 1 ,Fwd,FF,,25,9,50,,5,14.61,5.04,33.02,4.53,,,,,,,,,,,,,,,,,,,,,57.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:08:22, Lane 1 ,Fwd,FF,,26,8,50,,3,10.15,19.80,,,,,,,,,,,,,,,,,,,,,,,29.95,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:08:57, Lane 1 ,Fwd,FF,,27,2,50,,2,8.62,,,,,,,,,,,,,,,,,,,,,,,,8.62,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:08:57, Lane 1 ,Fwd,FF,,28,2,50,,2,7.53,,,,,,,,,,,,,,,,,,,,,,,,7.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:09:18, Lane 1 ,Fwd,FF,,29,3,50,,2,11.47,,,,,,,,,,,,,,,,,,,,,,,,11.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:09:33, Lane 1 ,Fwd,FF,,30,2,50,,4,7.60,177.23,7.60,,,,,,,,,,,,,,,,,,,,,,192.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:09:33, Lane 1 ,Fwd,FF,,31,8,50,,4,15.71,18.70,2.92,,,,,,,,,,,,,,,,,,,,,,37.33,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:10:55, Lane 1 ,Fwd,FF,,32,13,50,,7,7.67,175.70,11.03,15.34,110.68,8.18,,,,,,,,,,,,,,,,,,,328.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:10:55, Lane 1 ,Fwd,FF,,33,2,50,,2,8.03,,,,,,,,,,,,,,,,,,,,,,,,8.03,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:12:12, Lane 1 ,Fwd,FF,,34,15,50,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,06-15-2015,13:12:24, Lane 1 ,Fwd,FF,,35,2,50,,2,9.35,,,,,,,,,,,,,,,,,,,,,,,,9.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:12:52, Lane 1 ,Fwd,FF,,36,3,50,,2,10.81,,,,,,,,,,,,,,,,,,,,,,,,10.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:12:52, Lane 1 ,Fwd,FF,,37,2,50,,2,8.55,,,,,,,,,,,,,,,,,,,,,,,,8.55,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:13:29, Lane 1 ,Fwd,FF,,38,3,50,,2,10.89,,,,,,,,,,,,,,,,,,,,,,,,10.89,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:15:37, Lane 1 ,Fwd,FF,,39,2,50,,2,8.55,,,,,,,,,,,,,,,,,,,,,,,,8.55,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:16:52, Lane 1 ,Fwd,FF,,40,2,50,,4,5.48,80.14,9.42,,,,,,,,,,,,,,,,,,,,,,95.04,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:18:28, Lane 1 ,Rev,FF,,41,2,50,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:18:54, Lane 1 ,Fwd,FF,,42,2,50,,2,9.13,,,,,,,,,,,,,,,,,,,,,,,,9.13,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:20:27, Lane 1 ,Fwd,FF,,43,15,50,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,06-15-2015,13:20:43, Lane 1 ,Fwd,FF,,44,2,50,,3,80.94,10.15,,,,,,,,,,,,,,,,,,,,,,,91.09,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:20:54, Lane 1 ,Fwd,FF,,45,10,50,,6,11.11,12.13,2.70,210.69,8.18,,,,,,,,,,,,,,,,,,,,244.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:20:54, Lane 1 ,Fwd,FF,,46,10,50,,6,11.40,23.52,2.63,71.89,7.82,,,,,,,,,,,,,,,,,,,,117.26,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:21:09, Lane 1 ,Fwd,FF,,47,15,50,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,06-15-2015,13:21:25, Lane 1 ,Fwd,FF,,48,15,50,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,06-15-2015,13:21:41, Lane 1 ,Fwd,FF,,49,2,50,,3,204.41,11.61,,,,,,,,,,,,,,,,,,,,,,,216.02,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:21:41, Lane 1 ,Fwd,FF,,50,3,50,,2,11.47,,,,,,,,,,,,,,,,,,,,,,,,11.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:22:08, Lane 1 ,Fwd,FF,,51,2,50,,4,7.67,92.49,7.31,,,,,,,,,,,,,,,,,,,,,,107.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:23:15, Lane 1 ,Fwd,FF,,52,2,50,,2,9.06,,,,,,,,,,,,,,,,,,,,,,,,9.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:23:15, Lane 1 ,Fwd,FF,,53,2,50,,2,6.72,,,,,,,,,,,,,,,,,,,,,,,,6.72,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:23:41, Lane 1 ,Fwd,FF,,54,2,50,,2,6.79,,,,,,,,,,,,,,,,,,,,,,,,6.79,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:24:21, Lane 1 ,Fwd,FF,,55,2,50,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:25:31, Lane 1 ,Fwd,FF,,56,15,50,,8,10.52,97.02,7.96,165.61,7.89,195.42,6.94,,,,,,,,,,,,,,,,,,491.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:25:31, Lane 1 ,Fwd,FF,,57,2,50,,4,11.25,98.41,8.69,,,,,,,,,,,,,,,,,,,,,,118.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:26:12, Lane 1 ,Fwd,FF,,58,2,50,,2,7.74,,,,,,,,,,,,,,,,,,,,,,,,7.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:26:31, Lane 1 ,Fwd,FF,,59,2,50,,2,7.16,,,,,,,,,,,,,,,,,,,,,,,,7.16,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:26:31, Lane 1 ,Fwd,FF,,60,5,50,,2,16.29,,,,,,,,,,,,,,,,,,,,,,,,16.29,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:26:45, Lane 1 ,Fwd,FF,,61,2,50,,2,7.53,,,,,,,,,,,,,,,,,,,,,,,,7.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:27:13, Lane 1 ,Fwd,FF,,62,2,50,,2,6.94,,,,,,,,,,,,,,,,,,,,,,,,6.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:28:04, Lane 1 ,Fwd,FF,,63,2,50,,2,8.62,,,,,,,,,,,,,,,,,,,,,,,,8.62,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:28:04, Lane 1 ,Fwd,FF,,64,3,50,,2,11.40,,,,,,,,,,,,,,,,,,,,,,,,11.40,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:29:29, Lane 1 ,Fwd,FF,,65,2,50,,4,7.23,Invalid,8.99,,,,,,,,,,,,,,,,,,,,,,16.22,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:29:29, Lane 1 ,Fwd,FF,,66,2,50,,2,7.74,,,,,,,,,,,,,,,,,,,,,,,,7.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:30:42, Lane 1 ,Fwd,FF,,67,2,50,,2,7.96,,,,,,,,,,,,,,,,,,,,,,,,7.96,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:31:26, Lane 1 ,Fwd,FF,,68,15,50,,12,7.09,Invalid,8.55,Invalid,12.20,23.30,3.58,121.20,8.25,Invalid,8.25,,,,,,,,,,,,,,192.42,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:31:26, Lane 1 ,Fwd,FF,,69,2,50,,2,9.06,,,,,,,,,,,,,,,,,,,,,,,,9.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:31:47, Lane 1 ,Fwd,FF,,70,2,50,,2,7.53,,,,,,,,,,,,,,,,,,,,,,,,7.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:33:16, Lane 1 ,Fwd,FF,,71,2,50,,2,8.77,,,,,,,,,,,,,,,,,,,,,,,,8.77,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:34:25, Lane 1 ,Fwd,FF,,72,9,50,,5,12.20,3.73,31.19,3.51,,,,,,,,,,,,,,,,,,,,,50.63,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:34:53, Lane 1 ,Fwd,FF,,73,2,50,,2,9.72,,,,,,,,,,,,,,,,,,,,,,,,9.72,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:35:37, Lane 1 ,Fwd,FF,,74,2,50,,4,7.96,87.23,7.53,,,,,,,,,,,,,,,,,,,,,,102.72,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:35:37, Lane 1 ,Fwd,FF,,75,2,50,,4,7.38,109.07,9.21,,,,,,,,,,,,,,,,,,,,,,125.66,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:37:54, Lane 1 ,Fwd,FF,,76,2,50,,2,7.89,,,,,,,,,,,,,,,,,,,,,,,,7.89,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:39:33, Lane 1 ,Fwd,FF,,77,2,50,,2,8.33,,,,,,,,,,,,,,,,,,,,,,,,8.33,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:40:06, Lane 1 ,Fwd,FF,,78,3,50,,2,11.69,,,,,,,,,,,,,,,,,,,,,,,,11.69,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:40:51, Lane 1 ,Fwd,FF,,79,2,50,,2,8.11,,,,,,,,,,,,,,,,,,,,,,,,8.11,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:01, Lane 1 ,Fwd,FF,,80,2,50,,4,7.16,57.06,7.82,,,,,,,,,,,,,,,,,,,,,,72.04,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:01, Lane 1 ,Fwd,FF,,81,2,50,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:33, Lane 1 ,Fwd,FF,,82,2,50,,2,8.47,,,,,,,,,,,,,,,,,,,,,,,,8.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:51, Lane 1 ,Fwd,FF,,83,10,50,,6,3.22,3.87,3.29,23.23,2.92,,,,,,,,,,,,,,,,,,,,36.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:52, Lane 1 ,Fwd,FF,,84,15,50,,12,3.51,135.00,7.82,214.05,10.45,Invalid,6.65,Invalid,12.79,95.48,11.11,,,,,,,,,,,,,,496.86,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:41:52, Lane 1 ,Fwd,FF,,85,2,50,,2,8.40,,,,,,,,,,,,,,,,,,,,,,,,8.40,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:42:12, Lane 1 ,Fwd,FF,,86,2,50,,4,8.18,52.16,9.21,,,,,,,,,,,,,,,,,,,,,,69.55,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:43:23, Lane 1 ,Fwd,FF,,87,2,50,,2,8.47,,,,,,,,,,,,,,,,,,,,,,,,8.47,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:43:34, Lane 1 ,Fwd,FF,,88,2,50,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:43:34, Lane 1 ,Fwd,FF,,89,2,50,,4,7.67,82.62,9.57,,,,,,,,,,,,,,,,,,,,,,99.86,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:43:48, Lane 1 ,Fwd,FF,,90,9,50,,5,11.32,3.87,31.78,3.65,,,,,,,,,,,,,,,,,,,,,50.62,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:46:01, Lane 1 ,Fwd,FF,,91,2,50,,2,7.45,,,,,,,,,,,,,,,,,,,,,,,,7.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:46:18, Lane 1 ,Fwd,FF,,92,15,50,,8,9.72,Invalid,11.98,16.22,167.88,9.72,15.49,,,,,,,,,,,,,,,,,,231.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:46:18, Lane 1 ,Fwd,FF,,93,2,50,,3,7.96,12.13,,,,,,,,,,,,,,,,,,,,,,,20.09,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:46:50, Lane 1 ,Fwd,FF,,94,2,50,,2,8.03,,,,,,,,,,,,,,,,,,,,,,,,8.03,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,06-15-2015,13:46:50, Lane 1 ,Fwd,FF,,95,2,50,,2,7.38,,,,,,,,,,,,,,,,,,,,,,,,7.38,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
