,05-25-2015,00:08:51, Lane 1 ,Fwd,FF,,7,2,52,,2,9.20,,,,,,,,,,,,,,,,,,,,,,,,9.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:08:59, Lane 1 ,Fwd,FF,,8,2,52,,2,7.98,,,,,,,,,,,,,,,,,,,,,,,,7.98,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:09:07, Lane 1 ,Fwd,FF,,9,2,52,,2,7.21,,,,,,,,,,,,,,,,,,,,,,,,7.21,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:09:35, Lane 1 ,Fwd,FF,,10,2,52,,2,8.28,,,,,,,,,,,,,,,,,,,,,,,,8.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:10:07, Lane 1 ,Fwd,FF,,11,2,52,,2,9.67,,,,,,,,,,,,,,,,,,,,,,,,9.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:11:01, Lane 1 ,Fwd,FF,,12,2,52,,2,7.52,,,,,,,,,,,,,,,,,,,,,,,,7.52,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:12:17, Lane 1 ,Fwd,FF,,13,2,52,,2,7.82,,,,,,,,,,,,,,,,,,,,,,,,7.82,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:12:49, Lane 1 ,Fwd,FF,,14,2,52,,4,8.28,38.12,8.44,,,,,,,,,,,,,,,,,,,,,,54.84,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:13:28, Lane 1 ,Fwd,FF,,15,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:14:22, Lane 1 ,Fwd,FF,,16,2,52,,2,7.21,,,,,,,,,,,,,,,,,,,,,,,,7.21,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:15:03, Lane 1 ,Fwd,FF,,17,2,52,,2,9.20,,,,,,,,,,,,,,,,,,,,,,,,9.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:15:40, Lane 1 ,Fwd,FF,,18,2,52,,2,8.28,,,,,,,,,,,,,,,,,,,,,,,,8.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:15:40, Lane 1 ,Fwd,FF,,19,2,52,,2,8.36,,,,,,,,,,,,,,,,,,,,,,,,8.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:17:30, Lane 1 ,Fwd,FF,,20,2,52,,2,8.67,,,,,,,,,,,,,,,,,,,,,,,,8.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:21:17, Lane 1 ,Fwd,FF,,21,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:22:35, Lane 1 ,Fwd,FF,,22,2,52,,2,8.97,,,,,,,,,,,,,,,,,,,,,,,,8.97,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:22:35, Lane 1 ,Fwd,FF,,23,2,52,,2,7.36,,,,,,,,,,,,,,,,,,,,,,,,7.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:24:10, Lane 1 ,Fwd,FF,,24,2,52,,2,9.74,,,,,,,,,,,,,,,,,,,,,,,,9.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:26:33, Lane 1 ,Fwd,FF,,25,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:27:51, Lane 1 ,Fwd,FF,,26,2,52,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:28:33, Lane 1 ,Fwd,FF,,27,2,52,,2,7.06,,,,,,,,,,,,,,,,,,,,,,,,7.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:29:08, Lane 1 ,Fwd,FF,,28,2,52,,4,8.36,76.70,8.59,,,,,,,,,,,,,,,,,,,,,,93.65,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:30:52, Lane 1 ,Fwd,FF,,29,2,52,,2,9.59,,,,,,,,,,,,,,,,,,,,,,,,9.59,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:30:52, Lane 1 ,Fwd,FF,,30,2,52,,2,6.67,,,,,,,,,,,,,,,,,,,,,,,,6.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:34:18, Lane 1 ,Fwd,FF,,31,2,52,,2,7.29,,,,,,,,,,,,,,,,,,,,,,,,7.29,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:34:59, Lane 1 ,Fwd,FF,,32,2,52,,2,7.06,,,,,,,,,,,,,,,,,,,,,,,,7.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:38:41, Lane 1 ,Fwd,FF,,33,2,52,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:39:36, Lane 1 ,Fwd,FF,,34,2,52,,2,6.75,,,,,,,,,,,,,,,,,,,,,,,,6.75,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:41:37, Lane 1 ,Fwd,FF,,35,2,52,,2,9.13,,,,,,,,,,,,,,,,,,,,,,,,9.13,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:42:14, Lane 1 ,Fwd,FF,,36,2,52,,2,8.21,,,,,,,,,,,,,,,,,,,,,,,,8.21,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:44:11, Lane 1 ,Fwd,FF,,37,3,52,,2,11.74,,,,,,,,,,,,,,,,,,,,,,,,11.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:46:57, Lane 1 ,Fwd,FF,,38,2,52,,2,8.36,,,,,,,,,,,,,,,,,,,,,,,,8.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:49:02, Lane 1 ,Fwd,FF,,39,3,52,,2,10.66,,,,,,,,,,,,,,,,,,,,,,,,10.66,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:50:06, Lane 1 ,Fwd,FF,,40,2,52,,2,9.74,,,,,,,,,,,,,,,,,,,,,,,,9.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:50:47, Lane 1 ,Fwd,FF,,41,2,52,,2,7.67,,,,,,,,,,,,,,,,,,,,,,,,7.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:54:38, Lane 1 ,Fwd,FF,,42,3,52,,2,10.81,,,,,,,,,,,,,,,,,,,,,,,,10.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,00:58:30, Lane 1 ,Fwd,FF,,43,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:00:15, Lane 1 ,Fwd,FF,,1,5,52,,2,13.81,,,,,,,,,,,,,,,,,,,,,,,,13.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:01:30, Lane 1 ,Fwd,FF,,2,2,52,,2,9.59,,,,,,,,,,,,,,,,,,,,,,,,9.59,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:02:31, Lane 1 ,Fwd,FF,,3,2,52,,2,6.90,,,,,,,,,,,,,,,,,,,,,,,,6.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:02:38, Lane 1 ,Fwd,FF,,4,2,52,,2,6.75,,,,,,,,,,,,,,,,,,,,,,,,6.75,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:12:54, Lane 1 ,Fwd,FF,,5,2,52,,2,7.98,,,,,,,,,,,,,,,,,,,,,,,,7.98,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:19:15, Lane 1 ,Fwd,FF,,6,3,52,,2,11.43,,,,,,,,,,,,,,,,,,,,,,,,11.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:20:23, Lane 1 ,Fwd,FF,,7,4,52,,2,24.01,,,,,,,,,,,,,,,,,,,,,,,,24.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:23:19, Lane 1 ,Fwd,FF,,8,2,52,,2,7.75,,,,,,,,,,,,,,,,,,,,,,,,7.75,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:24:46, Lane 1 ,Fwd,FF,,9,2,52,,2,9.28,,,,,,,,,,,,,,,,,,,,,,,,9.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:27:14, Lane 1 ,Fwd,FF,,10,2,52,,2,8.97,,,,,,,,,,,,,,,,,,,,,,,,8.97,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:28:42, Lane 1 ,Fwd,FF,,11,2,52,,2,7.06,,,,,,,,,,,,,,,,,,,,,,,,7.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:30:36, Lane 1 ,Fwd,FF,,12,2,52,,2,7.36,,,,,,,,,,,,,,,,,,,,,,,,7.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:32:12, Lane 1 ,Fwd,FF,,13,2,52,,2,8.90,,,,,,,,,,,,,,,,,,,,,,,,8.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:33:56, Lane 1 ,Fwd,FF,,14,3,52,,2,10.20,,,,,,,,,,,,,,,,,,,,,,,,10.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:33:56, Lane 1 ,Fwd,FF,,15,2,52,,2,9.90,,,,,,,,,,,,,,,,,,,,,,,,9.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:35:22, Lane 1 ,Fwd,FF,,16,3,52,,2,10.28,,,,,,,,,,,,,,,,,,,,,,,,10.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:35:22, Lane 1 ,Fwd,FF,,17,3,52,,2,10.28,,,,,,,,,,,,,,,,,,,,,,,,10.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:43:22, Lane 1 ,Fwd,FF,,18,2,52,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:46:56, Lane 1 ,Fwd,FF,,19,2,52,,2,8.05,,,,,,,,,,,,,,,,,,,,,,,,8.05,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:47:04, Lane 1 ,Fwd,FF,,20,2,52,,4,9.13,Invalid,7.52,,,,,,,,,,,,,,,,,,,,,,16.65,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:47:04, Lane 1 ,Fwd,FF,,21,2,52,,2,7.98,,,,,,,,,,,,,,,,,,,,,,,,7.98,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:49:09, Lane 1 ,Fwd,FF,,22,2,52,,2,8.13,,,,,,,,,,,,,,,,,,,,,,,,8.13,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,01:57:36, Lane 1 ,Fwd,FF,,23,2,52,,2,8.74,,,,,,,,,,,,,,,,,,,,,,,,8.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:01:15, Lane 1 ,Fwd,FF,,1,2,52,,2,8.74,,,,,,,,,,,,,,,,,,,,,,,,8.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:02:18, Lane 1 ,Fwd,FF,,2,3,52,,2,11.20,,,,,,,,,,,,,,,,,,,,,,,,11.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:03:02, Lane 1 ,Fwd,FF,,3,2,52,,2,9.44,,,,,,,,,,,,,,,,,,,,,,,,9.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:13:36, Lane 1 ,Fwd,FF,,4,2,52,,2,8.28,,,,,,,,,,,,,,,,,,,,,,,,8.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:15:21, Lane 1 ,Fwd,FF,,5,2,52,,2,8.59,,,,,,,,,,,,,,,,,,,,,,,,8.59,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:17:42, Lane 1 ,Fwd,FF,,6,2,52,,2,8.82,,,,,,,,,,,,,,,,,,,,,,,,8.82,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:18:50, Lane 1 ,Fwd,FF,,7,2,52,,2,8.13,,,,,,,,,,,,,,,,,,,,,,,,8.13,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:18:50, Lane 1 ,Fwd,FF,,8,2,52,,2,9.44,,,,,,,,,,,,,,,,,,,,,,,,9.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:21:23, Lane 1 ,Fwd,FF,,9,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:22:31, Lane 1 ,Fwd,FF,,10,2,52,,2,8.90,,,,,,,,,,,,,,,,,,,,,,,,8.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:24:09, Lane 1 ,Fwd,FF,,11,2,52,,2,8.36,,,,,,,,,,,,,,,,,,,,,,,,8.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:25:01, Lane 1 ,Fwd,FF,,12,2,52,,2,9.36,,,,,,,,,,,,,,,,,,,,,,,,9.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:31:04, Lane 1 ,Fwd,FF,,13,2,52,,2,9.28,,,,,,,,,,,,,,,,,,,,,,,,9.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:39:41, Lane 1 ,Fwd,FF,,14,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,02:43:30, Lane 1 ,Fwd,FF,,15,2,52,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:00:05, Lane 1 ,Fwd,FF,,1,2,52,,2,7.82,,,,,,,,,,,,,,,,,,,,,,,,7.82,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:03:57, Lane 1 ,Fwd,FF,,2,2,52,,2,8.90,,,,,,,,,,,,,,,,,,,,,,,,8.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:13:54, Lane 1 ,Fwd,FF,,3,2,52,,2,8.28,,,,,,,,,,,,,,,,,,,,,,,,8.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:25:24, Lane 1 ,Fwd,FF,,4,2,52,,2,9.74,,,,,,,,,,,,,,,,,,,,,,,,9.74,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:32:07, Lane 1 ,Fwd,FF,,5,2,52,,2,9.05,,,,,,,,,,,,,,,,,,,,,,,,9.05,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:32:23, Lane 1 ,Fwd,FF,,6,2,52,,2,7.90,,,,,,,,,,,,,,,,,,,,,,,,7.90,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:37:37, Lane 1 ,Fwd,FF,,7,3,52,,2,10.81,,,,,,,,,,,,,,,,,,,,,,,,10.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:39:56, Lane 1 ,Fwd,FF,,8,3,52,,2,12.73,,,,,,,,,,,,,,,,,,,,,,,,12.73,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:44:22, Lane 1 ,Fwd,FF,,9,2,52,,2,8.82,,,,,,,,,,,,,,,,,,,,,,,,8.82,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:46:12, Lane 1 ,Fwd,FF,,10,2,52,,2,7.60,,,,,,,,,,,,,,,,,,,,,,,,7.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:48:00, Lane 1 ,Fwd,FF,,11,2,52,,2,7.44,,,,,,,,,,,,,,,,,,,,,,,,7.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:49:33, Lane 1 ,Fwd,FF,,12,2,52,,2,9.97,,,,,,,,,,,,,,,,,,,,,,,,9.97,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:49:45, Lane 1 ,Fwd,FF,,13,2,52,,2,6.67,,,,,,,,,,,,,,,,,,,,,,,,6.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,03:50:17, Lane 1 ,Fwd,FF,,14,3,52,,2,10.51,,,,,,,,,,,,,,,,,,,,,,,,10.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,04:03:46, Lane 1 ,Fwd,FF,,1,2,52,,2,9.67,,,,,,,,,,,,,,,,,,,,,,,,9.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,04:14:16, Lane 1 ,Fwd,FF,,2,2,52,,2,7.36,,,,,,,,,,,,,,,,,,,,,,,,7.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,05-25-2015,04:15:28, Lane 1 ,Fwd,FF,,3,2,52,,2,8.28,,,,,,,,,,,,,,,,,,,,,,,,8.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
